情報セキュリティを確保するための3つの要素として、正しいものを選べ。機密性：正当な権利を持つ人だけが、その情報にアクセスできること【A】：情報が破壊、改ざん又は消去されていないこと【B】：情報が必要な時に、いつでもアクセスできること,【A】完全性【B】可用性,【A】可用性【B】完全性,【A】完結性【B】簡易性,【A】可用性【B】簡易性,,
スマートフォン等に対する脅威として正しいものを選べ,コンピュータウイルスへの感染による動作不具合やキーロガーによる情報漏洩、ランサムウェアへの感染によるデータ損失や動作不良を「マルウェア」と呼ぶ。,迷惑メールやフィッシングサイトによる架空請求や情報搾取などを、「なりすまし」 と呼ぶ。,メールアドレスの査証、端末の盗難によるID/PWの不正入手を「詐欺行為」 と呼ぶ。,金融機関等の実在するウェブサイトを模倣した偽サイトのことを「有害サイト」 と呼ぶ。,詐欺行為：迷惑メールやフィッシングサイトによる架空請求や情報搾取などなりすまし：メールアドレスの査証、端末の盗難によるID/PWの不正入手フィッシングサイト：金融機関等の実在するウェブサイトを模倣した偽サイト有害サイト：出会い系などの有害サイトの増加・拡大によるネット関連事件の急増、未成年者が用意にアクセス可能なインターネット環境が存在することに影響する,
情報セキュリティマネジメントにおけるリスク分析について、正しいものを1つ選べ,現場の経験や知見に基づき、分析は短時間で行われるが重要な項目が抜けることもある、現在ではあまり用いられていない方法を「非形式的アプローチ」という。,守るべきすべての資産を洗い出し、資産の価値・脅威・脆弱性を明かし、セキュリティが損なわれた場合の被害を算定して分析する方法を、「ベースラインアプローチ」という。,日本では、ISO/IEC21000シリーズという国際規格に準じて、マネジメントシステムを作り、情報セキュリティの安全性を確保する方法が多く用いられている。,情報セキュリティに関する基準や、業種・標準化されているガイドラインなどを参照して、組織共通のセキュリティ対策のベースラインを決めてリスク分析する方法を、「詳細リスク分析」という。,・日本におけるマネジメントシステム作成や情報セキュリティの安全性を確保する方法の基準にしている国際規格は、「ISO/IEC27000シリーズ」。「ISMS規格群」、「ISO27k」とも呼ばれる。・ガイドラインなどを参照して、組織共通のセキュリティ対策のベースラインを決めてリスク分析する方法を「ベースラインアプローチ」という。・守るべきすべての資産を洗い出し、資産の価値・脅威・脆弱性を明かし、セキュリティが損なわれた場合の被害を算定して分析する方法を「詳細リスク分析」という。,
無線LANのセキュリティにおいて、接続に関する認証方式で、認証サーバーでパスワードや証明書を一元管理することで安全性を確保し、端末やアクセスポイントの増加への対応が用意で大規模な組織運用に向いている認証をなんというか。,EAP,SAE,PSK,WPA-Personal,・PSK(Pre-Shared Key)認証(WPA2-Personal)：すべてのアクセスポイントおよび端末において、事前に設定・共有された共通のパスフレーズを仕様して認証する方式。認証サーバーが不要で導入が容易ですが、定期的にパスフレーズを更新するなどのリスク対策が必須。・SAE(Simultaneous Authentcation of Equals)認証(WPA3-Personal)：アクセスポイントおよび端末で共有しているパスフレーズそのものを、端末→アクセスポイントへ送信することはなく、パスフレーズに紐づいた質問を複数回端末側へ繰り返し実施し整合性が取れるか確認する方式。パスフレーズが短く簡単な場合でもセキュリティを保つことが可能。・EAP(Extejsible Auuthentication Prtocol)認証(WPA2-Enterprise/WPA3-Enterprise))：　IEEE802.1X認証とも呼ばれ、ネットワーク認証方式であるPPPと拡張したプロトコルを仕様して認証する方式。,
無線LANのセキュリティにおいて、通信内容の暗号化の方式として、WPA3-Enterpriseで新たな標準として追加された、192ビットの暗号強度を持つアルゴリズム。米国家安全保障局が規定した暗号アルゴリズム群をなんというか？,CNSA Suite,TKIP,CCMP,SAE,・CNSA Suite(Commercial National Security Algorithm Suite)・TKIP(Temporal Key Integrit Protocol)：脆弱性が指摘されていたWEPの代替として設計された暗号化方式。WEPとの互換性を重視したため、設計時の寿命が近く、WPA3では廃止されている。・CCMP(Counter Mode with Cipher Block Chaining MAC Protocol)：暗号化アルゴリズムとしてAESを採用するなど、他TKIPと比較して他愛暗号強度を餅、WPA2やWPA3ではCCMPの実装gあ必須。・SAE(Simultaneous Authentcation of Equals)認証(WPA3-Personal)：アクセスポイントおよび端末で共有しているパスフレーズそのものを、端末→アクセスポイントへ送信することはなく、パスフレーズに紐づいた質問を複数回端末側へ繰り返し実施し整合性が取れるか確認する方式。パスフレーズが短く簡単な場合でもセキュリティを保つことが可能。,
セキュリティの強化として、「伝搬範囲の管理」とは具体的にどのような対策でしょうか？,アクセスポイントの窓際への設置を避けたり、電波出力を調整したりすることで、アクセスポイントが発する電波を制限し、無線LANにアクセス可能な範囲を制限すること。,利用者の属性に応じた複数のアクセスポイントを設定し、接続後にアクセス可能なネットワークを制限することにより、不正侵入された場合のリスクを低減すること。,アクセスポイントや認証サーバに接続した端末の情報、エラー情報等を収集・保存するとともに、取得したログを定常的に分析すること。,アクセスポイント周辺の電波状況を定期的に監視、許可なく設置されたアクセスポイントや不正なアクセスポイントがないか確認すること。,,
ネットワークのセキュリティ技術において、webサーバーや、クライアントに格納された証明書を仕様して、TCP上で通信暗号化するVPNの方法はなにか？,SSL-VPN,L2TCP,IPsec-VPN,シンクライアント,IPsec-VPN：ハードウェアを企業ネットワークに設置し、かつクライアントにソフトウェアをインストールして通信を暗号化する方法L2TP-VPN：企業ネットワーク上のゲートウェイとの間にトンネルを張る方法。非IP等の任意のプロトコルにも対応した、IETFで標準化されたトンネリングプロトコル。シンクライアント：端末へのデータ保存を許可せず、必要に応じてサーバからデータを取り出して利用する方式をインクライアントと呼ぶ。,
図に示した暗号化手法はなんと呼ばれるか？,公開鍵暗号方式,共通鍵暗号方式,ハイブリッド方式,秘密鍵暗号方式,共通鍵暗号方式(秘密鍵暗号方式)：送信側と受信側で同じアルゴリズムと鍵をしようして、暗号化と複合を行う方式ハイブリッド式：送信側と受信側で公開鍵暗号方式を使用して共通鍵暗号方式の秘密鍵を送り、その後の通信では、処理の早い共通鍵暗号方式を用いる方式。,mcpc_rank2_12_169.jpg
電子署名において、悪意ある第三者が送信者になりすまして偽の公開鍵を公開した場合、公開鍵と送信者自体の真贋を確認できない問題を解決するために、PKI(Public Key Infrastructure)と呼ばれる仕組みが存在します。図の中に入る言葉において、正しいものを選びなさい。,【A】CA(認証局)【B】公開鍵,【A】AAA(認証、認可、アカウンティング)【B】公開鍵,【A】CA(認証局)【B】秘密鍵,【A】AAA(認証、認可、アカウンティング)【B】秘密鍵,,mcpc_rank2_12_170.jpg
モバイル端末の認証方法として、「スマートフォンでは、ユーザーが最初に登録画面上のドットを結ぶ軌跡によって認証させる方法」がある。これはなんといった認証方法でしょう？,知識情報による認証,所持情報による認証,FIDO認証,生体情報による認証,・知識情報による認証：利用者が知っている情報で認証を行う。パスワードもこの認証方法である。・所持情報による認証：事前に利用者の所有物に関する情報を登録しておき、その登録情報を利用して認証する方法。ICカードや、SMS、アプリを利用する。・生体情報による認証：利用者地震の特徴によ認証。バイオメトリクス認証とも呼ぶ。指紋や顔認証など。・FIDO認証：Fast Identity Online。認証情報をサーバーが保持するものだと、盗聴などのリスクがあることから、認証は、スマートフォンなどの利用者の手元にある認証機で実施し、認証結果をサーバーへ送信しその妥当性を判定する方法。,
ネットワークのアクセス管理として、従来は外部からのアクセス管理に注力して、内部においては自由な通信を許可していたが、近年では、「すべてを信頼しない」という理念のもと管理を行うアプローチが登場している。これをなんというか。,ゼロトラストネットワーク,シングルサインオン(SSO),多要素認証(MFA),FIDO認証,・シングルサインオン：アクセス管理の効率化を図る手段。サービスを提供するサーバーがネットワーク上に分散して存在している場合に、特定のサーバに認証を集中的に担当させ、サービスごとに認証しなくてもサービス利用できるもの。・,
個人情報保護法における個人情報の定義によると、個人情報に含まれる記述などの一部を削除したり、個人識別符号を削除したりするなど、特定の個人を識別できないように個人情報を加工して得られる個人に関する情報をなんというか？,匿名加工情報と仮名加工情報,特定個人情報,要配慮個人情報,個人情報とはみなされない,・個人情報：個人情報に関する情報で、氏名、生年月日そのほかの記述などにより特定の個人を識別ができるもの、または個人識別符号が含まれるもの。個人識別符号は、生体認証のための身体的特徴、パスポートや運転免許証の番号などの公的な番号が該当。また、他の情報と照合することで特定の個人を識別できる場合も個人情報とみなされます。・要配慮個人情報：個人の信条や病歴、犯罪歴など、不当な差別や偏見に繋がりかねないもの。・特定個人情報；マイナンバー,
EUデータ保護指令を置き換えるための規則として、2018年5月25日に施行されたものはなにか？,GDPR,個人情報保護マネジメントシステム,プライバシーマーク,OECD,・GDPR（General Data Protection Regulation) EU一般データ保護規則。欧州経済領域(EEA)域内に所在する個人の個人データを処理する企業が適応対象となり、EEA域内に拠点をもたない企業も対象となる特徴がある。,
IoTシステムの構成は、2通りの方法を使って表現され、【A】では、IoTシステムにおける機能面に着目したシステム構成の表現となっている。もうひとつは、具体的なシステム実装をイメージしたハードウェア的な構成例を示すもの。【A】において、クラウド/サーバ側を示す領域を【B】という。,【A】機能的アーキテクチャ【B】インフラストラクチャ領域,【A】機能的アーキテクチャ【B】フィールド領域,【A】物理的実装構成【B】フィールド領域,【A】物理的実装構成【B】インフラストラクチャ領域,・フィールド領域：IoT帰納的アーキテクチャにおいて、デバイス側を表す領域。,
IoTシステムにおいて、IoTサーバとIoTデバイスの双方のIoTアプリケーションが、ネットワークを介して効率よく連携できるように支援する、共通サービスを提供するミドルウェアをなんというか？,IoTサービスプラットフォーム,IoTアプリケーション,Underlying Network,IoT ゲートウェイ,・Underlying Network：IoTシステムの機能的アーキテクチャにおいて、フィールド領域と、インフラストラクチャ領域をつなぐ、基幹ネットワークのこと。・IoTゲートウェイ：IoTエリアネットワークを介して周辺のIoTデバイスと繋がり、デバイスで取得されるIoTデータをいったん集約し、基幹ネットワーク通じてインフラがwあのIoTサーバへ送信したり、IoTサーバから送られるデバイスの制御情報などをデバイスへ中継したりの管理機能を有する。,
IoTアプリケーションとして、健康管理分野におけるサービスで、インターネットを通じて提供されるヘルスケアサービスをなんというか？,eHealth,HEMS,スマートグリッド,BLE,・HEMS：Home Energy Management System　家庭内エネルギー管理システム・スマートグリッド：電力インフラとインフラインフラを融合させた次世代のエネルギー供給システム・BLE：Bluetooth Low Energy,
モバイルネットワークでIoTデバイスを収容する際の利用ケースの類型として、電力量計は【A】といわれ、侵入者監視は【B】と呼ばれる。,【A】定常監視型【B】事象発生検出型,【A】点呼・応答型【B】定常監視型,【A】定常監視型【B】点呼・応答型,【A】点呼・応答型【B】事象発生検出型,,
LTE-Advancedでは、ネットワークに膨大な数のIoTデバイスを効率的に収容し、デバイスの消費電力低減を図るために、様々なアクセスネットワーク技術が用意されており、MTCよりも消費電力低減を実現するため、LTEより狭い信号帯域幅と、異なる変調方式や通信路符号化方式を採用し、マルチトーン変調時の最大伝送速度は250kbpsなアクセスネットワーク技術はなんというか？,NB-IoT,eMTC,V2X,IIOT,eMTC：MTCよりも消費電力低減を図るとともに、腹心方式に半二重FDD方式を採用し、送受信部の構成簡略化による小型化、低コスト化を図った技術。V2X：基地局を介することなく走行する自動車に搭載したIoTデバイス間で直接通信または、自動車上のIoTデバイスと固定設備間のデータ通信を行う仕組み。IIoT：Industrial IoT。5G NRにおける産業用IoT。,
LPWA(Low Power Wide Area)Networkの技術として、以下の説明にあうものを選べ。IoTデバイス発の上り方向のみのデータ伝送を提供する。GNSSによる高精度のタイミングと受信側での高度な信号処理によってIoTデバイスがデータ送信を行うための処理を軽減して小型電池による長時間の運用が可能。,ELTRES,ZETA,SIGFOX,LoRaWAN,・SIGFOX：1回の伝送で送信んするユーザデータのサイズを固定長とし、100bpsの低速・狭帯域伝送とすることで低消費電両区で等距離伝送を可能とする。下りデータ伝送は上り方向の通信が発生した時のみ可能。LoRaWAN：IoTデバイスと無線通信を行う区間の通信サービスを提供し、その先の区間は一般の固定計通信ネットワークを利用。チャープ拡散変調を採用し、300bps～37.5kbpsの範囲でデータ伝送速度を選択・設定することが可能。ZETA：IoTデバイスの発着の双方向通信を提供。無線通信区間ではメッシュ型の構成をサポートし、データ伝送には周波数ホッピングを利用する。,
家庭内の家電やIT機器接続用のブロードバンドルータ機能に加え、IP電話用のVoIP接続機能、ケーブルテレビ用セットトップボックス接続機能、ユーザや端末の認証機能などを搭載している機器をなんというか。家庭内の各機器と、通信回線の間に存在する。,ホームゲートウェイ,IoTゲートウェイ,ネットワーク運用・管理サーバ,IoTエリアネットワーク,・IoTゲートウェイ：家庭内に限らず、期間ネットワークとIoTデバイスとの間に介在し、両者との相互接続を可能とするために設置される中継装置の総称。・IoTエリアネットワーク：IoTゲートウェイとIoTデバイスとの間の接続を行うための近距離無線通信技術やPLC(電力線通信)技術を用いた構内など狭いエリアのネットワークを指す。,
免許不要な無線局として、以下定義に当てはまるものはなにか？総務省が指定する周波数を使用し、空中線電力が0.01W以下で主にデータ伝送のために無線通信を行うもので、技術基準適合証明を受けている無線局。,省電力データ通信システム,微弱無線局,特定小電力無線局,簡易無線局,・微弱無線局：発射する電波が著しく微弱な無線局。無線設備から3mの距離での電界強度が、322MHz以下では、500μV/m、322MHz～10GHzでは、35μV/mと規定されいているもの。・特定小電力無線局：総務省が指定する周波数、方式、特定の用途および目的の無線局で、技術基準適合証明または工事設計認証を受けている無線局。・簡易無線局：無線従事者による操作を必要としない簡易な無線業務を行う無線局で、技術基準適合証明を受けている無線局。920MHz帯では、登録が必要で、期間は5年。,
主に、2.4GHz帯の周波数帯を使用し、通信距離は30~100m程度、センサーネットワーク向きな、無線規格を選べ。システムとしては、Zigbeeに代表される。,IEEE802.15.4,IEEE802.15.1,IEEE802.11,ARIB-STD-T108,"IEEE802.15.4の特徴：センサーネットワーク向き、免許は不要、周波数帯は主に2.4GHz帯、伝送速度は250kbps、通信速度は30～100m、接続可能ノード数：65,536。ネットワークトポロジ：PtoP、ツリー、メッシュ、スター。電源としては、乾電池で数年間稼働。",
13.56MHz、920MHz、2.4GHz帯などの周波数帯を使用し、通信距離は数m、近距離伝送に利用され、RFID/NFCの無線規格は？,ARIB-STD-T108,IEEE802.11,IEEE802.15.4g,IEEE802.15.4e,,
ビルオートメーション用途向けにエナジーハーベスティング技術を応用した省電力技術を用いた無線システムはなんというか？ 周波数は7GHz以下のSub-GHz帯を使用し、無線規格としては、ARIB STD-T108が適用されている。,EnOcean,ISA100.11a,Z-Wave,ANT,・Z-Wave：Zigbee同様にセンサネットワーク用の通信規格で、A-Wave Allianceでしよう策定が行われる。ホームIDによりネットワークの識別を行い、ノードIDにて個々のデバイスを識別する。・ANT：スポーツ/フィットネス機器中心に採用されている通信規格。ANT+Allianceという団体で、体重計、心拍計などの相互接続性確保のための機能プロファイル(Weight Scale(WGT)、Heart RateMonitor(HRM)など)を規定している。・ISA100.11a：工業応用向けに国際計測制御学会(ISA)が制定した通信規格。物理層は2.4GHz耐のDSSSを使用し250kbpsの伝送速度を達成。データリンク層には、IEEE802.15.4eのTDMAを使用。,
機械学習において、学習フェーズにおける訓練データに正解情報を付けて入力する処理の【A】、正解情報がない【B】および、行動に対して得られる報酬を最大とするための試行錯誤をベースとする学習方法の【C】の3種類に分けられる。,【A】教師あり学習【B】教師なし学習【C】強化学習,【A】教師なし学習【B】教師あり学習【C】強化学習,【A】強化学習【B】教師あり学習【C】教師なし学習,【A】強化学習【B】教師なし学習【C】教師あり学習,,
ネットワーク上に配置されたいくつものサーバ、ストレージ、アプリケーションなどのリソースを柔軟かつ効率的に利用できるクラウドコンピューティングにより、効率化が行われているが、IoTデバイスに近いところで情報処理を行い、リソースにアクセスするまでの伝送遅延を低減し、よりリアルタイム性を要求される利用シーンにおいて有効な仕組みをなんというか？,エッジコンピューティング,Inactivity Timer,ELTRES,LPWA,,
モバイルシステムで結ばれた提供者と利用者の商取引関係において、企業あるいは企業と提携した外部の業者がイントラネットなどを利用してその企業の従業員と行う電子商取引をなんというか？,B2E,B2B,B2G,B2B2C,Business to Employee,
商取引において、メーカが自社の商品を消費者へ直接販売し、特徴としては実店舗を持たず自社ECサイトで直販を行うことが特徴な取引形態をなんというか？,D2C,O2O,OMO,C2C,・D2C：Cirect to Customer・O2O：Online to Offline・OMO：Online Merges with Offline・C2C：Consumer to Consumer,
クラウドコンピューティングサービスとして、アプリケーション/APIは提供せず、ミドルウェア、OS、ハードウェア・インフラを提供する形態をなんというか？,PaaS,SaaS,IaaS,FaaS,・SaaS：Software as aService：アプリケーション/API含め提供し、ネットワークを経由してアプリケーションを利用できる。・PaaS：Platform as a Service：アプリケーションを稼働させるためのプラットフォームをネットワーク経由で利用できる。・IaaS：Infrastructure as a Service：OS、ハードウェア・インフラを提供し、サーバー/CPU/ストレージなどのインフラをネットワーク経由で利用できる・FaaS：Function as a Service：機能実行環境を提供するサービス。PaaSに似てるが、プログラムのリクエスト送受信もベンダーに任せれられる。イベントドリブン方式/オートスケーリングなどの機能・特徴がある。,
モバイル向けアプリケーションの開発に特化した環境の提供を行う、クラウドコンピューティングサービスはなんというか？,BaaS,UCaaS,DaaS,DBaaS,・BaaS：Backend as a Service・UCaaS：Unified Communications as a Service。一元的なプラットフォームでさまざまな通信サービスを提供する。・Daas：Desktop as a Service/Data sa a Service。Desktopは、ネットワーク上のサーバにソフトやアプリ、データを保存して外出先でも手元の端末から利用可能にするサービス。Dataの場合は、消費者データなどを集約・分析できるサービス。・DBaaS：DataBase as a Service。ネットワーク経由でデータベースが利用できるサービス。DBMS(データベース管理システム)を自社で用意する必要がなく、構築の手間やコストを削減できる。,
営業社員個人で留まりがちな顧客情報や案件の進捗、商談事例などの情報を集約、活用することによって、営業チームとして生産性の向上を目指すシステムをなんというか？,SFA,Mobile LMS,SEM,社内SNS,・Sales Force Automation・Mobile LMS：スマートフォンやタブレットを用いたLMS(学習管理システム)。学習を提供するクラウドサービス。・SEM：Serch Engine Marketing。検索エンジン対策であるSEOに、ユーザが検索したキーワードに関連した広告を検索結果画面に表示する検索連動型広告を合わせて、検索エンジンマーケティングと呼ばれる。,
モバイル検索エンジンとして、WWWに存在する膨大な情報を効率よく収集するため、ロボット型が主流になってますが、モバイル検索エンジンの活用技術として【A】を呼ばれる検索がある。これは、一つの検索ワードを複数の検索エンジンで検索し、その際に検索対象サイトを選択する方法。,非統合型メタ検索,分散型検索,統合型メタ検索,ディレクトリ型,非統合型と比較して、検索結果をひとつにまとめ、毎回検索対象サイトを選ぶ必要がない方法が、統合型メタ検索。,
Webサービスにおけるプロトコルのひとつで、XMLをベースにしたサービスプロバイダと利用者間で用いるメッセージ交換用通信プロトコルをなんというか？,SOAP,UDDI,WSDL,Webhook,"・SOAP：Simple Object Access Protocol・UDDI：Universal Description,Discovery and Integration。SOAPを利用したWebサービスの検索・照会システム。・WSDL：Web Services Description Language。XMLをベースにしたWebサービスの提供機能や利用方法を記述するための言語仕様。・Webhook：HTPのPOSTリクエストを利用し、Webアプリケーションに対して、特定のイベントが発生したら別のWebアプリケーションへ通知をリアルタイム提供する仕組み。",
構造化されたデータを収集・統合し、システムへ入力する業務や、単純なフロント/バックオフィス業務を自働化するテクノロジーはなんというか？,RPA,チャットボット,OCR,Wake On LAN,・RPA：Robotic Process Automation・チャットボット：ユーザからのメッセージにロボットが自動的に返信してサービス提供するアプリケーション・OCR：Optical Character Recognition。光学文字認識。紙や画像に印刷された文字をコンピュータが利用できるテキストデータに変換する技術。・Wake On LAN：ネットワークにマジックパケットを送信することにより、遠隔でPCを起動する技術。,
